[1/5] ⚙️  Configuration
    - Generations: 200, Population Size: 200
    - Elite Size: 20, Timeout: 3600s
    - Fitness Function: root_mean_squared_error, Maximization: False
    - Output Directory: /hhome/bpicot25/autoML_uco/evoflow-dev-main/pipegenie/metalearning/temp_results/task_360004
    - Random Seed: 42
--- PipeGenie Run Started ---
🕒 Start Time: 2025-07-12 17:14:54
[2/5] 🌱 Initializing evolutionary process...
                                       fitness                                            size                                        fitness_elite                                      size_elite              
                 ----------------------------------------------------    --------------------------------------    ----------------------------------------------------    --------------------------------------
gen    nevals    min           max           avg           std           min    max    avg           std           min           max           avg           std           min    max    avg           std       
0      200       3.4078        3.1008e+96    1.5821e+94    2.2092e+95    3      3      3             0             3.4078        3.5138        3.4631        0.030945      3      3      3             0         
1      166       3.3919        5.2006        3.6657        0.31493       3      3      3             0             3.3919        3.4423        3.4249        0.012169      3      3      3             0         
2      141       3.385         3.7085        3.5146        0.076517      3      3      3             0             3.385         3.4249        3.4105        0.012051      3      3      3             0         
3      134       3.3313        3.6741        3.4783        0.061153      3      3      3             0             3.3313        3.4151        3.3986        0.018845      3      3      3             0         
4      152       3.3313        3.6511        3.4613        0.057134      3      3      3             0             3.3313        3.4015        3.3836        0.017807      3      3      3             0         
5      139       3.3176        3.5793        3.441         0.048342      3      3      3             0             3.3176        3.385         3.3665        0.021175      3      3      3             0         
6      154       3.3176        3.7515        3.4482        0.070647      3      3      3             0             3.3176        3.3764        3.3505        0.018805      3      3      3             0         
7      152       3.3144        3.6342        3.4302        0.058815      3      3      3             0             3.3144        3.3641        3.3425        0.016766      3      3      3             0         
8      168       3.3144        3.5309        3.412         0.046148      3      3      3             0             3.3144        3.352         3.3353        0.014073      3      3      3             0         
9      139       3.3144        3.608         3.4027        0.05017       3      3      3             0             3.3144        3.3519        3.3327        0.01193       3      3      3             0         
10     146       3.2852        3.5831        3.3966        0.050259      3      3      3             0             3.2852        3.338         3.3212        0.015124      3      3      3             0         
11     164       3.2852        3.6065        3.4           0.058905      3      3      3             0             3.2852        3.3375        3.3194        0.013944      3      3      3             0         
12     117       3.2852        3.5385        3.3884        0.053286      3      3      3             0             3.2852        3.3316        3.3168        0.012223      3      3      3             0         
13     143       3.2852        3.7033        3.4011        0.075367      3      3      3             0             3.2852        3.3253        3.3151        0.010844      3      3      3             0         
14     148       3.2852        3.6596        3.3955        0.067372      3      3      3             0             3.2852        3.3226        3.3128        0.010279      3      3      3             0         
15     147       3.2852        3.5928        3.39          0.061565      3      3      3             0             3.2852        3.3226        3.3128        0.010276      3      3      3             0         
16     141       3.2852        3.6325        3.3908        0.062712      3      3      3             0             3.2852        3.3191        3.3105        0.011304      3      3      3             0         
17     151       3.2852        3.6092        3.3942        0.062867      3      3      3             0             3.2852        3.3177        3.3095        0.010955      3      3      3             0         
18     152       3.2852        3.6509        3.3928        0.066894      3      3      3             0             3.2852        3.3176        3.3088        0.010689      3      3      3             0         
