[1/5] ⚙️  Configuration
    - Generations: 200, Population Size: 200
    - Elite Size: 20, Timeout: 3600s
    - Fitness Function: root_mean_squared_error, Maximization: False
    - Output Directory: /hhome/bpicot25/autoML_uco/evoflow-dev-main/pipegenie/metalearning/temp_results/task_360006
    - Random Seed: 42
--- PipeGenie Run Started ---
🕒 Start Time: 2025-07-12 18:15:16
[2/5] 🌱 Initializing evolutionary process...
                                       fitness                                            size                                        fitness_elite                                      size_elite              
                 ----------------------------------------------------    --------------------------------------    ----------------------------------------------------    --------------------------------------
gen    nevals    min           max           avg           std           min    max    avg           std           min           max           avg           std           min    max    avg           std       
0      200       1.8212        4.2852e+49    2.1752e+47    3.0453e+48    3      3      3             0             1.8212        1.8997        1.8479        0.031617      3      3      3             0         
1      157       1.8212        2.1587        1.9318        0.078226      3      3      3             0             1.8212        1.8673        1.8292        0.014748      3      3      3             0         
2      149       1.8212        2.4713        1.8996        0.090377      3      3      3             0             1.8212        1.8212        1.8212        3.8137e-16    3      3      3             0         
3      145       1.8207        2.142         1.859         0.066357      3      3      3             0             1.8207        1.8212        1.8212        0.0001058     3      3      3             0         
4      151       1.8207        2.2986        1.8442        0.059989      3      3      3             0             1.8207        1.8212        1.8212        0.0001058     3      3      3             0         
5      124       1.8207        2.7775        1.8353        0.079191      3      3      3             0             1.8207        1.8212        1.8212        0.0001058     3      3      3             0         
6      118       1.8207        2.2896        1.8256        0.03942       3      3      3             0             1.8207        1.8212        1.8212        0.0001058     3      3      3             0         
7      135       1.8207        1.9564        1.8226        0.011894      3      3      3             0             1.8207        1.8212        1.8212        0.0001058     3      3      3             0         
8      134       1.8207        1.9381        1.8226        0.011371      3      3      3             0             1.8207        1.8212        1.8211        0.00017334    3      3      3             0         
9      116       1.8207        1.8212        1.8212        6.7962e-05    3      3      3             0             1.8207        1.8212        1.8211        0.00017334    3      3      3             0         
10     119       1.8207        2.0132        1.8244        0.019355      3      3      3             0             1.8207        1.8212        1.8211        0.00017334    3      3      3             0         
11     144       1.8204        2.0972        1.8237        0.022919      3      3      3             0             1.8204        1.8212        1.8211        0.00023208    3      3      3             0         
12     126       1.8204        2.1839        1.8309        0.043101      3      3      3             0             1.8204        1.8212        1.8211        0.00023208    3      3      3             0         
13     118       1.8204        1.9651        1.8232        0.014752      3      3      3             0             1.8204        1.8212        1.821         0.00030357    3      3      3             0         
14     135       1.8204        2.7027        1.8422        0.10258       3      3      3             0             1.8204        1.8212        1.821         0.00030357    3      3      3             0         
