pipeline	fitness	fit_time
minMaxScaler();nystroem('rbf',0.22144624372644597,19,4,0.8594053888485886);pca(0.852520700455327,True);varianceThreshold();qda(0.910223151452077)	0.5	1.6662142276763916
bernoulliNB(76.38694692039017,True)	0.5	1.0530519485473633
minMaxScaler();minMaxScaler();gaussianNB(0.0008779725051459909)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
selectFwe(0.007539085943178767);varianceThreshold();pca(0.5340177822198283,True);adaBoost(decisionTree('entropy',29,20,0.7012450583059495,12,'None'),86,0.05597713121540436,'SAMME.R')	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)
varianceThreshold();maxAbsScaler();qda(0.372268427064234)	0.5	1.1967921257019043
extraTreesClassifier(50,'gini','log2',6,2,True,'None')	0.5411111111111111	2.271893262863159
fastICA(42,'parallel','unit-variance','cube');maxAbsScaler();qda(0.9476552511769238)	eval_error (array must not contain infs or NaNs)	eval_error (array must not contain infs or NaNs)
minMaxScaler();qda(0.8198385350158387)	0.5	0.8340060710906982
maxAbsScaler();minMaxScaler();qda(0.6892506182801258)	0.5	0.8135213851928711
maxAbsScaler();varianceThreshold();kNN(19,'distance',1)	0.6033333333333333	0.8747000694274902
nystroem('rbf',2.446818843489711,88,3,-0.34878843282214955);decisionTree('entropy',3,7,0.4963950809314639,14,'None')	0.5	2.164348602294922
robustScaler(True,False);maxAbsScaler();randomForest(16,'gini',0.6184894994946681,3,20,False,'balanced_subsample')	0.7333977908614036	1.110365629196167
selectPercentile(35.46124041781023);fastICA(34,'parallel','arbitrary-variance','exp');mlpClassifier((55, 3),0.06400501811538202,0.10376250751266936,'sgd','relu')	0.5	0.8847701549530029
maxAbsScaler();varianceThreshold();minMaxScaler();minMaxScaler();extraTreesClassifier(82,'gini','log2',14,6,False,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
robustScaler(False,False);lda(0.9702625262879341,148,0.016033019379867383)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
decisionTree('entropy',26,11,0.5664660749447783,15,'None')	0.5	0.763432502746582
minMaxScaler();varianceThreshold();varianceThreshold();bernoulliNB(36.43664248596171,False)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
minMaxScaler();nystroem('poly',1.2016445996237466,61,2,-0.8620055743185537);mlpClassifier((53, 19),0.07523075325452337,0.747640961718644,'adam','relu')	0.5	46.90780067443848
kNN(41,'uniform',1)	0.5	1.382864236831665
selectFwe(0.04879761324079919);extraTreesClassifier(93,'entropy','sqrt',13,5,True,'balanced_subsample')	0.7113858186142543	2.2976417541503906
robustScaler(False,True);lda(0.07911785478431599,73,0.014013982117505512)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
varianceThreshold();selectFwe(0.0012192336964578776);kNN(11,'distance',2)	eval_error (Found array with 0 feature(s) (shape=(1748, 0)) while a minimum of 1 is required by KNeighborsClassifier.)	eval_error (Found array with 0 feature(s) (shape=(1748, 0)) while a minimum of 1 is required by KNeighborsClassifier.)
nystroem('poly',1.2850560846848469,77,5,-0.34303309879691946);robustScaler(True,True);varianceThreshold();maxAbsScaler();kNN(1,'distance',2)	0.6723413610375462	6.582126617431641
minMaxScaler();minMaxScaler();selectFwe(0.02236432404723148);extraTreesClassifier(29,'gini','sqrt',18,20,False,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
selectFwe(0.024680991523740464);adaBoost(decisionTree('entropy',16,15,0.6470751311911183,17,'None'),70,0.14050586100727128,'SAMME')	0.5	1.7835235595703125
minMaxScaler();mlpClassifier((58, 19),0.0028260109480407716,0.4523515089175038,'sgd','tanh')	0.5732756729677213	11.295740604400635
selectFwe(0.033953204834601104);varianceThreshold();pca(0.7781365857974258,True);bernoulliNB(2.627650558406976,False)	0.6210107222501892	1.7327511310577393
maxAbsScaler();varianceThreshold();lda(0.021343978567385014,167,0.07764569662794572)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
varianceThreshold();nystroem('rbf',1.0936405417213588,63,2,-0.10665769241678635);lda(0.8789330948335224,194,0.015721330036985705)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
minMaxScaler();minMaxScaler();lda(0.5888640912681437,241,0.08432018158535466)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
selectFwe(0.033857216017274254);varianceThreshold();robustScaler(False,False);extraTreesClassifier(88,'entropy','log2',12,9,False,'None')	0.5	2.8434741497039795
varianceThreshold();nystroem('poly',5.3304230747934165,43,4,-0.30460487280879);robustScaler(False,False);extraTreesClassifier(39,'gini','sqrt',13,15,False,'balanced')	0.6661484407868657	3.539484977722168
varianceThreshold();varianceThreshold();adaBoost(decisionTree('gini',6,2,0.38533699845708225,17,'balanced'),95,1.9352608245057465,'SAMME.R')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();kNN(22,'distance',1)	0.6033333333333333	1.8025763034820557
logisticRegression('None','lbfgs',1000,3.1200926487911658,'balanced')	eval_timeout_error	eval_timeout_error
fastICA(35,'deflation','unit-variance','cube');varianceThreshold();selectFwe(0.008770515480602736);minMaxScaler();decisionTree('entropy',12,12,0.26098872843331533,5,'None')	0.5217549325025961	4.815124273300171
minMaxScaler();minMaxScaler();maxAbsScaler();selectFwe(0.03724840665290391);bernoulliNB(10.61029666353122,True)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
maxAbsScaler();varianceThreshold();adaBoost(decisionTree('gini',1,10,0.9390739116745936,8,'None'),24,0.011570123909774684,'SAMME')	0.5	2.2126271724700928
nystroem('poly',0.03414311334833898,85,4,-0.1471575283191755);varianceThreshold();robustScaler(False,False);extraTreesClassifier(13,'entropy','sqrt',20,2,False,'balanced')	0.6698280767799689	6.277576684951782
logisticRegression('l2','sag',1000,0.3389251556328011,'balanced')	0.5298805815160955	3.348318576812744
selectPercentile(19.069128749922925);robustScaler(True,True);decisionTree('entropy',8,16,0.5128595299521664,20,'balanced')	0.6312559672763441	1.5503413677215576
fastICA(94,'deflation','arbitrary-variance','exp');randomForest(42,'gini',0.8448181609006206,15,10,True,'None')	0.5	10.516839981079102
minMaxScaler();minMaxScaler();fastICA(96,'parallel','unit-variance','logcosh');selectPercentile(94.52857285075078);multinomialNB(14.814627129814776,True)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();varianceThreshold();mlpClassifier((81, 18),0.0633144425985858,0.06188661493863077,'sgd','relu')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();mlpClassifier((27, 17),0.04087027521676973,0.19093272454475177,'sgd','relu')	0.5	1.0583488941192627
kNN(2,'distance',1)	0.6509966050666219	1.3465344905853271
varianceThreshold();minMaxScaler();robustScaler(False,False);adaBoost(decisionTree('entropy',24,3,0.2674571808085878,7,'None'),62,0.48903217252533276,'SAMME')	0.6564330218068536	4.471784591674805
varianceThreshold();maxAbsScaler();decisionTree('gini',7,19,0.810981498595751,4,'None')	0.5705861610258729	1.5155000686645508
maxAbsScaler();qda(0.2721697667871751)	0.5	1.771052360534668
varianceThreshold();selectPercentile(96.87918755803868);adaBoost(decisionTree('entropy',3,19,0.5954633772707346,3,'None'),85,1.390215716626786,'SAMME')	0.6654978951899436	4.284324407577515
varianceThreshold();fastICA(21,'parallel','arbitrary-variance','exp');selectFwe(0.008014797279337422);maxAbsScaler();lda(0.18781654146288096,38,0.042465756372893876)	eval_error (Found array with 0 feature(s) (shape=(1748, 0)) while a minimum of 1 is required by MaxAbsScaler.)	eval_error (Found array with 0 feature(s) (shape=(1748, 0)) while a minimum of 1 is required by MaxAbsScaler.)
varianceThreshold();maxAbsScaler();robustScaler(True,True);robustScaler(False,True);multinomialNB(42.538790920578904,False)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();logisticRegression('l1','lbfgs',1000,0.25000404953557426,'balanced')	eval_error (Solver lbfgs supports only 'l2' or None penalties, got l1 penalty.)	eval_error (Solver lbfgs supports only 'l2' or None penalties, got l1 penalty.)
maxAbsScaler();qda(0.8809496244049057)	0.5	1.464897871017456
