[1/5] ⚙️  Configuration
    - Generations: 200, Population Size: 200
    - Elite Size: 20, Timeout: 3600s
    - Fitness Function: root_mean_squared_error, Maximization: False
    - Output Directory: /hhome/bpicot25/autoML_uco/evoflow-dev-main/pipegenie/metalearning/temp_results/task_360003
    - Random Seed: 42
--- PipeGenie Run Started ---
🕒 Start Time: 2025-07-12 15:15:35
[2/5] 🌱 Initializing evolutionary process...
                                       fitness                                            size                                        fitness_elite                                      size_elite              
                 ----------------------------------------------------    --------------------------------------    ----------------------------------------------------    --------------------------------------
gen    nevals    min           max           avg           std           min    max    avg           std           min           max           avg           std           min    max    avg           std       
0      200       0.71584       1.462e+06     7459.8        1.0416e+05    3      3      3             0             0.71584       0.73475       0.72856       0.0053529     3      3      3             0         
1      155       0.71584       0.82708       0.75182       0.025746      3      3      3             0             0.71584       0.72709       0.72322       0.0031524     3      3      3             0         
2      158       0.71261       0.77273       0.74017       0.013331      3      3      3             0             0.71261       0.72327       0.71995       0.0032262     3      3      3             0         
3      153       0.71259       0.76526       0.73428       0.011275      3      3      3             0             0.71259       0.72165       0.71769       0.0030376     3      3      3             0         
4      162       0.71082       0.75318       0.73095       0.010476      3      3      3             0             0.71082       0.71804       0.71567       0.0019518     3      3      3             0         
5      148       0.71082       0.75754       0.72874       0.01001       3      3      3             0             0.71082       0.71694       0.71461       0.0019747     3      3      3             0         
6      159       0.71031       0.74542       0.72746       0.0087068     3      3      3             0             0.71031       0.71592       0.71362       0.0016648     3      3      3             0         
7      143       0.70674       0.74497       0.72531       0.0091627     3      3      3             0             0.70674       0.71409       0.71218       0.0017138     3      3      3             0         
8      154       0.70674       0.75528       0.72616       0.010067      3      3      3             0             0.70674       0.71319       0.71154       0.0014535     3      3      3             0         
9      141       0.70674       0.75236       0.7242        0.0095764     3      3      3             0             0.70674       0.71261       0.71128       0.0013683     3      3      3             0         
10     158       0.70674       0.74781       0.72349       0.0096957     3      3      3             0             0.70674       0.71225       0.71078       0.001294      3      3      3             0         
11     145       0.70562       0.76172       0.72239       0.010884      3      3      3             0             0.70562       0.71156       0.70981       0.0018553     3      3      3             0         
12     145       0.70562       0.74893       0.72051       0.0095611     3      3      3             0             0.70562       0.71082       0.70934       0.0016723     3      3      3             0         
