pipeline	fitness	fit_time
selectPercentile(94.97185568391993);randomForest(23,'entropy',0.7110886193441113,5,13,True,'None')	0.6392600295829485	1.1751480102539062
minMaxScaler();adaBoost(decisionTree('entropy',13,13,0.47876046699182107,17,'None'),19,0.21863673022808103,'SAMME')	0.7234838738927646	1.5065994262695312
nystroem('poly',0.07728963997081108,95,5,-0.9915530102428711);multinomialNB(42.75500793158003,True)	eval_error (Negative values in data passed to MultinomialNB (input X).)	eval_error (Negative values in data passed to MultinomialNB (input X).)
nystroem('poly',1.0692802525632397,75,4,0.726905505958519);nystroem('cosine',0.48390384406879955,31,4,-0.35685416630423417);adaBoost(decisionTree('entropy',29,19,0.453689886838582,12,'None'),95,0.26093136161233876,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();qda(0.8367207433706179)	0.566796540721892	0.940568208694458
varianceThreshold();minMaxScaler();selectPercentile(51.94064895248765);fastICA(97,'parallel','arbitrary-variance','cube');randomForest(90,'entropy',0.7818575797170312,4,15,True,'None')	0.5945367888332871	2.448359966278076
extraTreesClassifier(23,'entropy','log2',18,16,False,'balanced')	0.7251440893609064	1.5080242156982422
qda(0.27103893741050566)	0.5006372801822583	0.8636040687561035
multinomialNB(37.75026016493478,False)	0.5786886593030438	1.0806879997253418
varianceThreshold();maxAbsScaler();robustScaler(True,False);adaBoost(decisionTree('entropy',9,20,0.1910107617402682,19,'None'),43,1.3128901010498069,'SAMME.R')	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)
bernoulliNB(15.947563645103175,False)	0.6244147166667611	0.834357500076294
logisticRegression('None','lbfgs',1000,14.058602234132957,'None')	0.5	44.417641162872314
decisionTree('entropy',20,12,0.4924259637693409,7,'None')	0.7082336372858495	1.3574988842010498
kNN(16,'distance',2)	0.6790159419222116	1.284449815750122
nystroem('rbf',1.9372757515060295,65,2,0.32759083595800376);pca(0.711215900148032,False);adaBoost(decisionTree('gini',25,3,0.9055287428836716,1,'None'),74,0.813012788397965,'SAMME')	0.5176953636379091	3.196582317352295
qda(0.6030936113182224)	0.48969158926172973	0.6158785820007324
maxAbsScaler();adaBoost(decisionTree('gini',7,9,0.09116488552218083,1,'balanced'),79,0.5244385748786193,'SAMME.R')	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)
selectPercentile(22.029530262979534);varianceThreshold();minMaxScaler();varianceThreshold();decisionTree('gini',30,17,0.8570579943674081,4,'None')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
selectPercentile(4.643752871992865);robustScaler(False,True);selectFwe(0.032614590712211206);kNN(22,'uniform',1)	eval_error (Found array with 0 feature(s) (shape=(2159, 0)) while a minimum of 1 is required by RobustScaler.)	eval_error (Found array with 0 feature(s) (shape=(2159, 0)) while a minimum of 1 is required by RobustScaler.)
maxAbsScaler();minMaxScaler();pca(0.5957950622920796,True);multinomialNB(22.740920979944732,True)	eval_error (Negative values in data passed to MultinomialNB (input X).)	eval_error (Negative values in data passed to MultinomialNB (input X).)
logisticRegression('l2','lbfgs',1000,1.8190074384989021,'balanced')	0.6266529897479783	37.23991680145264
fastICA(32,'parallel','arbitrary-variance','logcosh');varianceThreshold();extraTreesClassifier(68,'gini','log2',19,12,False,'balanced')	eval_error (array must not contain infs or NaNs)	eval_error (array must not contain infs or NaNs)
varianceThreshold();minMaxScaler();fastICA(85,'deflation','unit-variance','exp');selectFwe(0.04222888601012644);lda(0.9942323794229126,151,0.008545990731701562)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)	eval_error (n_components cannot be larger than min(n_features, n_classes - 1).)
minMaxScaler();adaBoost(decisionTree('entropy',12,13,0.9983190633925306,18,'balanced'),53,1.6800657414105449,'SAMME')	0.7864402985497554	1.8189852237701416
robustScaler(False,False);adaBoost(decisionTree('gini',19,5,0.3740865936657536,1,'balanced'),46,0.5549218122299481,'SAMME.R')	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)
minMaxScaler();robustScaler(True,False);maxAbsScaler();decisionTree('gini',1,14,0.10932414364761955,4,'balanced')	0.588184955767258	0.6565968990325928
minMaxScaler();varianceThreshold();selectPercentile(6.520140269920926);adaBoost(decisionTree('entropy',2,16,0.05620741027260612,19,'balanced'),10,1.0257789804925521,'SAMME.R')	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)	eval_error (The 'algorithm' parameter of AdaBoostClassifier must be a str among {'SAMME'}. Got 'SAMME.R' instead.)
nystroem('poly',3.0980903576736547,52,5,0.42971467577417255);pca(0.6396752124927462,False);pca(0.8275185800453209,False);gaussianNB(0.007567900007848586)	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
selectPercentile(59.10170728491536);qda(0.6197816726344193)	0.49553138796166685	0.7802844047546387
robustScaler(False,False);varianceThreshold();decisionTree('entropy',30,4,0.46607779390604986,14,'balanced')	0.7390313567918935	0.6836752891540527
pca(0.9413263179479335,True);fastICA(46,'deflation','unit-variance','logcosh');pca(0.5748718104457659,False);decisionTree('gini',23,10,0.8760564874443485,6,'balanced')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
pca(0.8185007134827378,False);mlpClassifier((82, 9),0.0468255314518677,0.7599624300854821,'sgd','logistic')	0.5	4.592761993408203
robustScaler(False,False);varianceThreshold();extraTreesClassifier(85,'entropy','sqrt',13,14,False,'None')	0.5	1.3351714611053467
robustScaler(True,False);minMaxScaler();extraTreesClassifier(33,'entropy','sqrt',18,12,False,'balanced')	0.7628136104231722	1.2758395671844482
maxAbsScaler();varianceThreshold();varianceThreshold();adaBoost(decisionTree('gini',2,8,0.8365598336792958,17,'balanced'),76,0.04457419880404624,'SAMME')	invalid_ind (duplicated operator)	invalid_ind (duplicated operator)
varianceThreshold();extraTreesClassifier(70,'entropy','sqrt',15,14,False,'balanced_subsample')	0.738911494845653	1.7505619525909424
