[1/5] ⚙️  Configuration
    - Generations: 200, Population Size: 200
    - Elite Size: 20, Timeout: 3600s
    - Fitness Function: root_mean_squared_error, Maximization: False
    - Output Directory: /hhome/bpicot25/autoML_uco/evoflow-dev-main/pipegenie/metalearning/temp_results/task_211696
    - Random Seed: 42
--- PipeGenie Run Started ---
🕒 Start Time: 2025-07-12 20:08:45
[2/5] 🌱 Initializing evolutionary process...
                                       fitness                                            size                                        fitness_elite                                      size_elite              
                 ----------------------------------------------------    --------------------------------------    ----------------------------------------------------    --------------------------------------
gen    nevals    min           max           avg           std           min    max    avg           std           min           max           avg           std           min    max    avg           std       
0      200       187.98        1.1578e+15    7.8589e+12    8.6696e+13    3      3      3             0             187.98        196.83        193.67        2.6425        3      3      3             0         
1      153       187.7         234.06        205.69        10.526        3      3      3             0             187.7         193.2         190.81        1.8983        3      3      3             0         
2      158       187.7         223.08        200.54        8.459         3      3      3             0             187.7         191.53        189.72        1.5624        3      3      3             0         
3      157       186.43        224.27        197.04        7.589         3      3      3             0             186.43        189.89        188.36        0.87314       3      3      3             0         
4      157       186.43        213.6         194.6         5.3847        3      3      3             0             186.43        188.05        187.53        0.57137       3      3      3             0         
5      151       185.83        216.45        193.69        6.011         3      3      3             0             185.83        187.72        187.09        0.69459       3      3      3             0         
6      143       185.17        226.61        192.05        5.946         3      3      3             0             185.17        187.54        186.46        0.57143       3      3      3             0         
7      151       185.17        205.92        190.19        3.7687        3      3      3             0             185.17        187.04        186.32        0.39754       3      3      3             0         
8      147       185.11        226.99        190.62        6.6011        3      3      3             0             185.11        186.43        186.02        0.50089       3      3      3             0         
9      140       185.11        221.5         189.92        6.3654        3      3      3             0             185.11        186.43        185.81        0.5162        3      3      3             0         
10     146       184.65        222.52        189.72        6.1135        3      3      3             0             184.65        186.07        185.45        0.38529       3      3      3             0         
11     133       184.65        213.17        188.79        4.5231        3      3      3             0             184.65        185.83        185.24        0.3088        3      3      3             0         
12     140       184.65        202.19        188.29        3.1873        3      3      3             0             184.65        185.62        185.16        0.24322       3      3      3             0         
13     147       184.65        208.59        189.68        5.0287        3      3      3             0             184.65        185.62        185.11        0.18847       3      3      3             0         
14     126       184.65        216.26        189.66        6.2927        3      3      3             0             184.65        185.17        185.08        0.1438        3      3      3             0         
15     155       184.65        221.92        188.69        4.7758        3      3      3             0             184.65        185.17        185.07        0.13947       3      3      3             0         
16     136       184.65        210.36        189.1         4.4604        3      3      3             0             184.65        185.17        185.07        0.13947       3      3      3             0         
17     142       184.31        204.79        188.99        4.2625        3      3      3             0             184.31        185.11        185.03        0.21365       3      3      3             0         
18     133       184.31        221.64        188.84        6.3953        3      3      3             0             184.31        185.11        185.03        0.21365       3      3      3             0         
19     109       184.31        235.73        188.99        8.7394        3      3      3             0             184.31        185.11        185           0.22741       3      3      3             0         
20     123       184.31        211.06        187.51        4.6644        3      3      3             0             184.31        185.11        184.94        0.27655       3      3      3             0         
21     95        184.31        212.64        187.04        4.8789        3      3      3             0             184.31        185.11        184.91        0.28308       3      3      3             0         
22     98        184.01        203.39        186.24        3.0423        3      3      3             0             184.01        185.11        184.81        0.33724       3      3      3             0         
